id,key,subject,sender,recipient,date,msg,tags,concepts,class
531,odbc://SAS_1970s/dbo.SAS_Docs/1546582,INITIAL ASSESSMENT OF GREEK WITHDRAWAL FROM NATO,ATHENS,STATE,15-Aug-74,,"PFOR, GR, TU, CY, NATO",,SECRET
532,odbc://SAS_1970s/dbo.SAS_Docs/1544915,AMBASSADOR'S REPORT: CUES FOR US POLICY TOWARD THE ROC CINCPAC FOR  POLAD,TAIPEI,STATE,14-Aug-74,,"PFOR, TW","ECONOMIC CONDITIONS, POLITICAL SITUATION, FOREIGN ASSISTANCE",SECRET
533,odbc://SAS_1970s/dbo.SAS_Docs/1544906,CHINESE-BRAZILIAN RELATIONS,BRASILIA,STATE,15-Aug-74,,"PFOR, CH, BR",DIPLOMATIC RELATIONS ESTABLISHMENT,SECRET
534,odbc://SAS_1970s/dbo.SAS_Docs/1544900,MIDDLE EAST MILITARY POSTURES,AMMAN,STATE,15-Aug-74,,"PINR, MARR, EG, IS, SY, UR","MILITARY BUILDUP, GROUND FORCES, ALLEGATIONS",SECRET
535,odbc://SAS_1970s/dbo.SAS_Docs/1538644,PARK ASSASSINATION ATTEMPT,SEOUL,STATE,15-Aug-74,,"PINS, KS, (YUKIO, YOSHII), (MUN SAE-KWAN), (PARK CHUNG SUNG)","ASSASSINATION, BIOGRAPHIC INFORMATION, POLICE INVESTIGATIONS,  EXTREMISTS",LIMITED OFFICIAL USE
536,odbc://SAS_1970s/dbo.SAS_Docs/1538629,PARK ASSASSINATION ATTEMPT,SEOUL,STATE,15-Aug-74,,"PINS, KS, (PARK CHUNG HEE)","ASSASSINATION, PRESIDENT, HEALTH, EXTREMISTS",LIMITED OFFICIAL USE
537,odbc://SAS_1970s/dbo.SAS_Docs/1536889,"SITUATION REPORT NO. 3; SITUATION IN CYPRUS AS OF 0600 EDT, AUGUST 15",STATE,ANKARA MULTIPLE,15-Aug-74,,"PFOR, MOPS, CY, TU, UR, US, (MAKARIOS, ARCHBISHOP)","FOREIGN RELATIONS, PHYSICAL SECURITY, SITREP 3, COMBAT OPERATIONS,  MILITARY PLANS, EMBASSIES",SECRET
538,odbc://SAS_1970s/dbo.SAS_Docs/1535206,"THESSALONIKI SITUATION, AUGUST 15.",THESSALONIKI,STATE,15-Aug-74,,"MOPS, GR","REPORTS, TROOP DEPLOYMENT, MOBILIZATION, AIRPORTS",SECRET
539,odbc://SAS_1970s/dbo.SAS_Docs/1530962,JORGE JARDIM,LISBON,STATE,16-Aug-74,,"PFOR, PINS, PO, (JARDIM, JORGE)","BIOGRAPHIC INFORMATION, POLITICAL LEADERS",SECRET
540,odbc://SAS_1970s/dbo.SAS_Docs/1530955,GOG CONCERN OVER ACTIVITIES OF OFFICIAL CUBAN MISSIONS SUMMARY: FONMIN  RAMPHAL SAYS HE AND PM BURNHAM ARE CONCERNED,GEORGETOWN,STATE,16-Aug-74,,"PINS, PINR, PFOR, GY, CU","DIPLOMATIC MISSIONS, DIPLOMATIC PERSONNEL, FOREIGN POLICY POSITION",CONFIDENTIAL
541,odbc://SAS_1970s/dbo.SAS_Docs/1530812,ARGENTINE NUCLEAR PROGRAM,BUENOS AIRES,STATE,16-Aug-74,,"TECH, PARM, AR, CA, IN, US, IAEA","NUCLEAR ENERGY, URANIUM, PROCUREMENT, FOREIGN POLICY POSITION,  NUCLEAR REACTORS, NUCLEAR SAFEGUARDS",CONFIDENTIAL
542,odbc://SAS_1970s/dbo.SAS_Docs/1522981,BRITISH REACTION TO GISCARD'S CALL FOR EC SUMMIT,LONDON,STATE EC BRUSSELS,30-Aug-74,,"PFOR, UK, FR, EEC, (GISCARD D'ESTAING, VALERY)","MEETINGS, FOREIGN POLICY POSITION, POLITICAL SITUATION",CONFIDENTIAL
543,odbc://SAS_1970s/dbo.SAS_Docs/1522508,,LISBON,NATO BRUSSELS,30-Aug-74,,"ASEC, PINS, PFOR, PO, NATO",,CONFIDENTIAL
544,odbc://SAS_1970s/dbo.SAS_Docs/1517324,PRESIDENT CHIANG'S HEALTH,TAIPEI,STATE,16-Aug-74,,"PINT, TW, (CHIANG)","HEALTH, NEWS MEDIA COMMENTS",SECRET
545,odbc://SAS_1970s/dbo.SAS_Docs/1517315,IRANIAN-USSR RELATIONS,TEHRAN,STATE,16-Aug-74,,"PFOR, UR, IR","FOREIGN RELATIONS, LPG, PETROLEUM, PRICES",SECRET
546,odbc://SAS_1970s/dbo.SAS_Docs/1517305,ASSASSINATION ATTEMPT ON PRESIDENT PARK,SEOUL,STATE,17-Aug-74,,"PINS, KS, (DUNNING, BRUCE)","PRESIDENT, ASSASSINATION, FILMS, PROCUREMENT",LIMITED OFFICIAL USE
547,odbc://SAS_1970s/dbo.SAS_Docs/1517290,DRV DIPLOMATIC CAMPAIGN IN AFRICA,TUNIS,STATE,16-Aug-74,,"PFOR, PARM, VS, VN, XA, ICRC, PRG","INTERNATIONAL ORGANIZATIONS, COMMUNIST FRONT ORGANIZATIONS, FOREIGN  POLICY POSITION",CONFIDENTIAL
548,odbc://SAS_1970s/dbo.SAS_Docs/1516989,,VIENNA,STATE FBI,16-Aug-74,,"CVIS, ASEC",n/a,UNCLASSIFIED
549,odbc://SAS_1970s/dbo.SAS_Docs/1510553,MRS. MARCOS' PEKING PLANS STILL VAGUE,MANILA,STATE,19-Aug-74,,"PFOR, RP, CH, (MARCOS, IMELDA ROMUALDEZ)","ITINERARY, VISITS",CONFIDENTIAL
550,odbc://SAS_1970s/dbo.SAS_Docs/1510545,REPORTING HARIMAN SIREGAR TRIAL,JAKARTA,STATE,19-Aug-74,,"PINT, PINS, ID, (SIREGAR, HARIMAN)","CRIMES, HUMAN RIGHTS, TRIALS, POLITICAL PRISONERS",CONFIDENTIAL
551,odbc://SAS_1970s/dbo.SAS_Docs/1507385,ARGENTINE NUCLEAR PROGRAM,STATE,BUENOS AIRES,19-Aug-74,,"TECH, AR, US","PLUTONIUM, NUCLEAR COOPERATION PROGRAMS",CONFIDENTIAL
552,odbc://SAS_1970s/dbo.SAS_Docs/1504339,"SHAH'S VIEWS ON IRAQ, PDRY, HORN OF AFRICA AND CYPRUS",TEHRAN,STATE,19-Aug-74,,"PFOR, MASS, XF, UR, IZ, ET","FOREIGN RELATIONS, MILITARY ASSISTANCE, REFUGEES, KURDS, FOREIGN  POLICY POSITION",SECRET
553,odbc://SAS_1970s/dbo.SAS_Docs/1504333,ATTITUDES OF TUNISIAN OFFICER CORPS,TUNIS,STATE,19-Aug-74,,"PINT, PINR, MILI, TS","MILITARY PERSONNEL, ARMED FORCES",SECRET
554,odbc://SAS_1970s/dbo.SAS_Docs/1500097,NOVITIATE RAID,MANILA,STATE,20-Aug-74,,"PGOV, PINT, RP","POLICE FORCES, ARRESTS, CHURCH STATE RELATIONS, RELIGIOUS GROUPS,  JESUITS",CONFIDENTIAL
555,odbc://SAS_1970s/dbo.SAS_Docs/1500091,REYNOLDS NEGOTIATION,GEORGETOWN,STATE,20-Aug-74,,"EINV, EMIN, GY, US, REYNOLDS, (BURNHAM, FORBES)","NATIONALIZATION, ECONOMIC ASSISTANCE, DIPLOMATIC DISCUSSIONS, MINING  INDUSTRY, NEGOTIATIONS, LEVIES, DIPLOMATIC COMMUNICATIONS, GOVERNMENT REACTIONS",CONFIDENTIAL
556,odbc://SAS_1970s/dbo.SAS_Docs/1500083,PRG AND DAHOMEY,COTONOU,STATE,20-Aug-74,,"PFOR, VS, VN, DM, PRG, MRGD","PARAMILITARY FORCES, COMMUNIST FRONT ORGANIZATIONS, POPULAR SUPPORT",SECRET
557,odbc://SAS_1970s/dbo.SAS_Docs/1498982,"REQUEST FOR BIO INFORMATION ON [Sensitive Information Removed, NARA 3/1/2006]
.",STATE,BRUSSELS THE HAGUE,20-Aug-74,,"PINR, US, BE, ([Sensitive Information Removed, NARA 3/1/2006])","AMBASSADOR DESIGNATE, BIOGRAPHIC INFORMATION",CONFIDENTIAL
558,odbc://SAS_1970s/dbo.SAS_Docs/1497047,DEMONSTRATION AT EMBASSY VIEWED IN PERSPECTIVE,PANAMA,STATE,20-Aug-74,,"PFOR, ASEC, PINS, PN, PQ, US, (MANFREDO, FERNANDO)","EMBASSIES, STUDENT DEMONSTRATIONS, ANTIAMERICAN DEMONSTRATIONS,  GOVERNMENT REACTIONS",CONFIDENTIAL
559,odbc://SAS_1970s/dbo.SAS_Docs/1497039,US NEWSMAN RECEIVES ANTI-GOVT PETITION FROM ROK ARMY OFFICERS,SEOUL,STATE,20-Aug-74,,"PINT, PINS, KS, US, (MME PARK CHUNG HEE), (ROGERS, PAUL BRINKLEY)","ASSASSINATION, PRESS COMMENTS, INFORMATION SECURITY, POLICE  INVESTIGATIONS, JOURNALISTS",SECRET
560,odbc://SAS_1970s/dbo.SAS_Docs/1494968,NPG STUDY ON NEW WEAPONS TECHNOLOGY,STATE,NATO BRUSSELS,20-Aug-74,,"PFOR, NPG","ARMS, RESEARCH",SECRET
561,odbc://SAS_1970s/dbo.SAS_Docs/1494145,PRESIDENT CHIANG'S HEALTH,STATE,TAIPEI,20-Aug-74,,"PINT, ACOM, TW","INTELLIGENCE COLLECTION, SECURITY, DEPARTMENTAL COMMUNICATIONS",SECRET
562,odbc://SAS_1970s/dbo.SAS_Docs/1490472,ESTABLISHMENT OF DEFENSE ATTACHE OFFICE IN DACCA BEGIN SUMMARY: AS  REQUESTED BY THE DEPARTMENTS OF STATE AND,DACCA,STATE,21-Aug-74,,AMGT,n/a,SECRET
563,odbc://SAS_1970s/dbo.SAS_Docs/1489498,MEETING WITH CLERIDES,NICOSIA,STATE,21-Aug-74,,"PFOR, SREF, CY, US, (CLERIDES)","REFUGEE RELIEF, MEETINGS, DIPLOMATIC DISCUSSIONS",CONFIDENTIAL
564,odbc://SAS_1970s/dbo.SAS_Docs/1487165,CHA CHI-CHOL APPOINTED PRESIDENTIAL PROTECTIVE FORCE CHIEF,SEOUL,STATE,21-Aug-74,,"PINT, PINS, KS, (CHA CHI-CHOL)","PROTECTIVE SECURITY, PRESIDENT, PERSONNEL APPOINTMENTS",CONFIDENTIAL
565,odbc://SAS_1970s/dbo.SAS_Docs/1487151,VISIT OF ARGENTINE ARMY CINC,SANTIAGO,STATE,21-Aug-74,,"PFOR, CI, AR, (ANAYA, KEANDRI ENRIQUE)","MILITARY VISITS, COMMEMORATIVE CELEBRATIONS",CONFIDENTIAL
566,odbc://SAS_1970s/dbo.SAS_Docs/1484439,RED CROSS TALKS,SEOUL,STATE,30-Aug-74,,"PINT, PDEV, KS, KN, IRC-3","MEETING AGENDA, LAW, MEETINGS, BORDER INCIDENTS, COMMUNISTS",CONFIDENTIAL
567,odbc://SAS_1970s/dbo.SAS_Docs/1481527,OPRED/NARCOTICS: JUSTICE/DEA PROPOSALS,STATE,BANGKOK,21-Aug-74,,"SNAR, TH","DRUG CONTROL, NARCOTICS, PERSONNEL ASSIGNMENTS",CONFIDENTIAL
568,odbc://SAS_1970s/dbo.SAS_Docs/1478148,"JALLUD ON VACATION, QADHAFI FILLING IN AS PRIME MINISTER",TRIPOLI,STATE,21-Aug-74,,"PINS, LY, (JALLUD, ABD AL-SALAM), (QADHAFI, MU'AMMAR)",PRIME MINISTER,CONFIDENTIAL
569,odbc://SAS_1970s/dbo.SAS_Docs/1478141,THE SELF-SERVING IMAGINATION OF SANG PATHANOTHAI,BANGKOK,SYDNEY,22-Aug-74,,"PFOR, PINR, TH, (SANG PATHANOTHAI)","PRESS COMMENTS, POLITICAL LEADERS",CONFIDENTIAL
570,odbc://SAS_1970s/dbo.SAS_Docs/1477665,,VIENNA,STATE FBI,21-Aug-74,,"CVIS, ASEC",n/a,UNCLASSIFIED
571,odbc://SAS_1970s/dbo.SAS_Docs/1473959,RESURGENCE OF AHMADIYA SECTARIAN ISSUE,LAHORE,STATE,22-Aug-74,,"PINT, PK","AHMADIYA, RELIGIOUS GROUPS, RELIGIOUS DISCRIMINATION, POLITICAL  SITUATION, CENTRAL LEGISLATURE, MINORITIES, CIVIL DISORDERS",CONFIDENTIAL
572,odbc://SAS_1970s/dbo.SAS_Docs/1473944,REYNOLDS NEGOTIATIONS,GEORGETOWN,STATE,22-Aug-74,,"EINV, EMIN, GY, US, REYNOLDS","CABINET, BAUXITE, SUPPLIES, NATIONALIZATION, COMPENSATION, MINING  INDUSTRY, NEGOTIATIONS, LEVIES, FOREIGN POLICY POSITION",CONFIDENTIAL
573,odbc://SAS_1970s/dbo.SAS_Docs/1473939,PRIME MINISTER WHITLAM ANNOUNCES APPOINTMENT OF ROYAL COMMISSION TO  INQUIRE INTO AUSTRALIAN INTELLIGENCE,CANBERRA,STATE,22-Aug-74,,"PINR, AS, (HOPE, JUSTICE)","SECURITY, INTELLIGENCE COLLECTION, PERSONNEL APPOINTMENTS, SURVEYS",CONFIDENTIAL
574,odbc://SAS_1970s/dbo.SAS_Docs/1471452,CUBAN SANCTIONS,SAN JOSE,STATE,22-Aug-74,,"PFOR, CU, US, CS, PN, OAS","DIPLOMATIC RELATIONS ESTABLISHMENT, DIPLOMATIC DISCUSSIONS",SECRET
575,odbc://SAS_1970s/dbo.SAS_Docs/1471443,INTERNAL SECURITY ASSIGNMENTS,SEOUL,STATE,22-Aug-74,,"PINS, PINT, KS, (PAK HYON-SIK)","MILITARY PERSONNEL, PERSONNEL APPOINTMENTS, POLICE FORCES",CONFIDENTIAL
576,odbc://SAS_1970s/dbo.SAS_Docs/1467554,NARCOTICS SMUGGLING,TAIPEI,STATE,22-Aug-74,,"CASC, SNAR, TW","NARCOTICS, DRUG TRAFFIC, DRUG CONTROL, ARRESTS",SECRET
577,odbc://SAS_1970s/dbo.SAS_Docs/1462756,THAI-SOVIET RELATIONS,BANGKOK,STATE,23-Aug-74,,"PFOR, TH, UR","CULTURAL EXCHANGE AGREEMENTS, INTERGOVERNMENTAL COOPERATION",SECRET
578,odbc://SAS_1970s/dbo.SAS_Docs/1462742,BDC V. SCHLESINGER--AMBASSADOR'S LETTER AND GUIDELINES MEMO,BERLIN,STATE BONN,23-Aug-74,,"PGOV, WB, GE","INTELLIGENCE COLLECTION, CLASSIFIED INFORMATION, SECURITY CONTROLS",SECRET
579,odbc://SAS_1970s/dbo.SAS_Docs/1462733,STRIKE ACTIONS INCREASE: SUPERVISORS REMAIN TARGET,BANGKOK,STATE,23-Aug-74,,"ELAB, TH","PRESS COMMENTS, LABOR STRIKES, LABOR OBJECTIVES, HOTELS",CONFIDENTIAL
580,odbc://SAS_1970s/dbo.SAS_Docs/1458451,JOINT RALLY BRINGS RADICAL EAST INDIAN AND AFRICAN OPPOSITION TOGETHER,GEORGETOWN,STATE,23-Aug-74,,"PINT, GY","PUBLIC DEMONSTRATIONS, POLITICAL PARTIES, MINORITIES, UNIVERSITIES",CONFIDENTIAL
581,odbc://SAS_1970s/dbo.SAS_Docs/1458442,REYNOLDS NEGOTIATION,GEORGETOWN,STATE,23-Aug-74,,"EINV, EMIN, GY, US, REYNOLDS, IMF, (RAMPHAL, SHRIDATH S)","ECONOMIC CONDITIONS, ECONOMIC ASSISTANCE, EXPORTS, DIPLOMATIC  DISCUSSIONS, MINING INDUSTRY, NEGOTIATIONS",CONFIDENTIAL
582,odbc://SAS_1970s/dbo.SAS_Docs/1458434,LOCAL SECURITY RAMIFICATIONS OF POSSIBLE BURNHAM- USG CONFRONTATION  OVER REYNOLDS MINES,GEORGETOWN,STATE,23-Aug-74,,"ASEC, GY",n/a,CONFIDENTIAL
583,odbc://SAS_1970s/dbo.SAS_Docs/1451719,HAITIAN EXILE ORGANIZATION ACTIVITY,STATE,PORT AU PRINCE,23-Aug-74,,"PINS, PFOR, HA, CU","PARAMILITARY FORCES, DATA, EXILES",CONFIDENTIAL
584,odbc://SAS_1970s/dbo.SAS_Docs/1450954,EXPANSION OF ACOUSTIC RESEARCH PROGRAM OFF ELEUTHERA,STATE,NASSAU,23-Aug-74,,"MARR, PLOS, US, BF","TRANSMITTERS, NAVAL FORCES, OCEANOGRAPHIC RESEARCH, PROGRAMS  (PROJECTS)",CONFIDENTIAL
585,odbc://SAS_1970s/dbo.SAS_Docs/1439328,"[Sensitive Information Removed, NARA 3/1/2006]",KINSHASA,STATE,26-Aug-74,,"PFOR, PDEV, CG, AO, US, ([Sensitive Information Removed, NARA 3/1/2006]), ([Sensitive Information Removed, NARA 3/1/2006])",DIPLOMATIC DISCUSSIONS,CONFIDENTIAL
586,odbc://SAS_1970s/dbo.SAS_Docs/1439320,"CONVERSATION WITH [Sensitive Information Removed, NARA 3/1/2006]",KINSHASA,STATE,26-Aug-74,,"PFOR, PDEV, AO, CG, US, ([Sensitive Information Removed, NARA 3/1/2006]), ([Sensitive Information Removed, NARA 3/1/2006])","INDEPENDENCE, DIPLOMATIC DISCUSSIONS",CONFIDENTIAL
587,odbc://SAS_1970s/dbo.SAS_Docs/1439310,"NEW APPOINTMENTS, ARRESTS AND ADMINISTRATIVE CHANGES: EMBASSY COMMENTS",ADDIS ABABA,STATE,26-Aug-74,,"PINS, PINT, PGOV, ET","DETENTION, CABINET, ARRESTS, PERSONNEL APPOINTMENTS, PUBLIC  ADMINISTRATION",CONFIDENTIAL
588,odbc://SAS_1970s/dbo.SAS_Docs/1435135,LT. LEE'S TRAVEL PLANS SRF SINGAPORE HAS BEEN ASKED BY GOS OFFICE OF  PROTECTIVE,SINGAPORE,STATE,26-Aug-74,,"PFOR, MILI, SN, (LEE)","MILITARY PERSONNEL, PERSONNEL TRAVEL",SECRET
589,odbc://SAS_1970s/dbo.SAS_Docs/1435127,INVESTIGATION OF PARK ASSASSINATION ATTEMPT,SEOUL,STATE,26-Aug-74,,"PINT, PINS, KS, (MUN SAE-KWANG)","PENAL SYSTEM, PRESS COMMENTS, POLICE INVESTIGATIONS, PLOTS",CONFIDENTIAL
590,odbc://SAS_1970s/dbo.SAS_Docs/1431573,CHASTITY BELT SYSTEM,TRIPOLI,STATE,26-Aug-74,,ASEC,n/a,CONFIDENTIAL
591,odbc://SAS_1970s/dbo.SAS_Docs/1427014,REYNOLDS NEGOTIATIONS,GEORGETOWN,STATE,27-Aug-74,,"EINV, EMIN, GY, REYNOLDS","BAUXITE, NATIONALIZATION, COMPENSATION, MINING INDUSTRY,  NEGOTIATIONS, LEVIES, FOREIGN POLICY POSITION",CONFIDENTIAL
592,odbc://SAS_1970s/dbo.SAS_Docs/1427000,ETHIOPIAN FOREIGN POLICY PAPER,ADDIS ABABA,STATE,27-Aug-74,,"PINS, PINT, PFOR, ET, UR, US","MILITARY ASSISTANCE, FOREIGN POLICY POSITION, POLITICAL PRISONERS",SECRET
593,odbc://SAS_1970s/dbo.SAS_Docs/1422354,"FMG FACES MAJOR DECISIONS SUMMARY: WITH CENSUS AND ""TARKA AFFAIR""  SIMMERING",LAGOS,STATE,27-Aug-74,,"PINS, PINT, NI, FMG","REPORTS, ECONOMIC STABILITY, CENSUS, POLITICAL SITUATION",SECRET
594,odbc://SAS_1970s/dbo.SAS_Docs/1422345,SECURITY ASSISTANCE,KIGALI,STATE,27-Aug-74,,"PINR, PINS, RW, (LIZINDE)","PERSONNEL TRAINING, SECURITY",SECRET
595,odbc://SAS_1970s/dbo.SAS_Docs/1419302,"BIOGRAPHIC INFORMATION ON [Sensitive Information Removed, NARA 3/1/2006]",SEOUL,STATE,27-Aug-74,,"PINR, KS, VS, ([Sensitive Information Removed, NARA 3/1/2006])","BIOGRAPHIC INFORMATION, AMBASSADORS",CONFIDENTIAL
596,odbc://SAS_1970s/dbo.SAS_Docs/1415097,,VIENNA,STATE FBI,27-Aug-74,,"CVIS, ASEC",n/a,UNCLASSIFIED
597,odbc://SAS_1970s/dbo.SAS_Docs/1410869,STAFFING FOR LOURENCO MARQUES,LOURENCO MARQUES,STATE,28-Aug-74,,"APER, PFOR, PDEV, MZ, US","INTERIM GOVERNMENT, PARAMILITARY FORCES, INDEPENDENCE, PERSONNEL  ASSIGNMENTS, DIPLOMATIC MISSION ADMINISTRATION",CONFIDENTIAL
598,odbc://SAS_1970s/dbo.SAS_Docs/1410859,MONTONEROS PREPARE FOR PROSCRIPTION,BUENOS AIRES,STATE,28-Aug-74,,"PINS, PINT, AR","PROPAGANDA, PRESS COMMENTS, PENAL SYSTEM, POLITICAL REPRESSION,  REPORTS, UNDERGROUND ORGANIZATIONS, UNCONVENTIONAL WARFARE, POLITICAL SITUATION, GO VERNMENT REACTIONS",CONFIDENTIAL
599,odbc://SAS_1970s/dbo.SAS_Docs/1404157,VISIT OF ROC POLICE DELEGATION TO US,TAIPEI,STATE,28-Aug-74,,"ASEC, OTRA, TW",n/a,CONFIDENTIAL
600,odbc://SAS_1970s/dbo.SAS_Docs/1402393,TERRORITS THREAT,THE HAGUE,STATE,31-Aug-74,,ASEC,n/a,CONFIDENTIAL
601,odbc://SAS_1970s/dbo.SAS_Docs/1400224,POW'S LAOS,VIENTIANE,STATE,31-Aug-74,,"MOPS, LA, JCCIA, (LOUN SISOUNOL)",POW RETURN,SECRET
602,odbc://SAS_1970s/dbo.SAS_Docs/1582735,EXECUTIVE ORDER 10422,VIENNA,STATE,10-Aug-74,,"AORC, APER, UNIDO",n/a,
603,odbc://SAS_1970s/dbo.SAS_Docs/1599245,MULTI-REGIONAL PROJECT FOR ENERGY LEADERS,BRASILIA,STATE,9-Aug-74,,"OEXC, ENRG, BR, (CAMILO PENNA, JOAO)","ENERGY, NOMINATION, BIOGRAPHIC INFORMATION, POLITICAL LEADERS,  PROGRAMS (PROJECTS), MEETINGS",
604,odbc://SAS_1970s/dbo.SAS_Docs/1489285,"PUBLIC SAFETY TRAINING, IPA: POLICE MANAGEMENT WITH NARCOTICS  ORIENTATION NO. 8, OCTOBER 14 - DECEMBER 20",MANILA,STATE,21-Aug-74,,"SNAR, PORS, RP, US, (TRINIDAD, ORLANDO RIVERA), (EQUIA, EULALIO PALOMA),  (MALVAR, FEDRICO AGONIAS), (AMORES, ELENO ARO), (LAPORE, GLICERIO CHUA)","PERSONNEL TRAINING, DRUG CONTROL, POLICE FORCES",
605,odbc://SAS_1970s/dbo.SAS_Docs/1506111,BIRTH DATES OF HEADS OF STATE AND GOVERNMENT,BAGHDAD,STATE,20-Aug-74,,"PGOV, IZ, (AL-BAKR, AHMAD HASAN), (AL-TIKRITI, SADDAM HUSAYN)",BIOGRAPHIC INFORMATION,
606,odbc://SAS_1970s/dbo.SAS_Docs/1533006,"DEA: ADVANCED INTERNATIONAL DRUG ENFORCEMENT SCHOOL NO. 7 (SEPT 25-NOV  8, 1974)",MANILA,DEA,16-Aug-74,,"SNAR, RP, (CANSON, JEWEL F), (TESORERO, EFREN T), (MELLA, GEORGE A)","PERSONNEL TRAINING, DRUG CONTROL",
607,odbc://SAS_1970s/dbo.SAS_Docs/1681344,DEA DRUG ENFORCEMENT OFFICERS ACADEMY,KUALA LUMPUR,STATE,1-Aug-74,,"SNAR, MY, (YAHAYA BIN HASHIM), (MUSLIM BIN MOHAMAD)","DRUG CONTROL, PERSONNEL TRAINING, POLICE FORCES, MEETING DELEGATIONS",
608,odbc://SAS_1970s/dbo.SAS_Docs/1489301,DEA ADVANCED INTERNATIONAL DRUG SCHOOL NO. 8.,RABAT,DEA,21-Aug-74,,"SNAR, US, MO, (NAJI, MUSTAPHA), (KAILANI, RACHID EL FASSI)","NARCOTICS, DRUG CONTROL, PERSONNEL TRAINING, BIOGRAPHIC INFORMATION",
609,odbc://SAS_1970s/dbo.SAS_Docs/1500729,VISIT OF EXIMBANK OFFICIALS,JAKARTA,STATE,20-Aug-74,,"EFIN, OVIP, ID, XMB, (CASEY, WILLIM J)","ITINERARY, BANKERS, VISITS",
610,odbc://SAS_1970s/dbo.SAS_Docs/1592601,SECURITY CERTIFICATION FOR CONRADER,STATE,MOSCOW,29-Aug-74,,"ASEC, UR",n/a,
611,odbc://SAS_1970s/dbo.SAS_Docs/1560108,CRYPTO CLEARANCES,CANBERRA,STATE,30-Aug-74,,ASEC,n/a,
612,odbc://SAS_1970s/dbo.SAS_Docs/1675907,WORLD POPULATION CONFERENCE,REYKJAVIK,STATE,1-Aug-74,,"OCON, SPOP, XX, IC, UNWPC, (GUSTAVSSON, SIGURDUR)","POPULATION, MEETINGS, MEETING DELEGATIONS",
613,odbc://SAS_1970s/dbo.SAS_Docs/1418152,"NOMINATION LAWRENCE J. KANE, SENIOR CUSTOMS REPRESENTATIVE, GS-14,  REPLACING FRANK R. BRENNAN",STATE,MONTREAL OTTAWA,27-Aug-74,,"ETRD, (KANE, LAWRENCE J)","BIOGRAPHIC INFORMATION, CANDIDATES",
614,odbc://SAS_1970s/dbo.SAS_Docs/1418147,"NOMINATION RICHARD M. METZINGER, CUSTOMS REPRESENTATIVE, GS-13",STATE,MONTREAL OTTAWA,27-Aug-74,,"ETRD, (METZINGER, RICHARD M)","BIOGRAPHIC INFORMATION, CANDIDATES",
615,odbc://SAS_1970s/dbo.SAS_Docs/1540939,: PL-480 TITLE II GRAIN SHIPMENTS TO DAKAR,CONAKRY,DAKAR,15-Aug-74,,"EAID, GV, US","ECONOMIC ASSISTANCE, AFDROUGHT, DROUGHTS, SORGHUM, PRICES",
616,odbc://SAS_1970s/dbo.SAS_Docs/1412332,PRESIDENT ECHEVERRIA'S FATHER-IN-LAW KIDNAPPED,MEXICO,STATE,28-Aug-74,,"PINS, MX, GUADALAJARA, (ECHEVERRRIA, LUIS), (ZUNO HERNANDEZ, JOSE  GUADALUPE)","KIDNAPPING, REPORTS, BIOGRAPHIC INFORMATION, POLICIES, DEPENDENTS",
617,odbc://SAS_1970s/dbo.SAS_Docs/1480259,NARCOTICS - PNCB CHAIRMAN REPLACED,STATE,GENEVA,21-Aug-74,,"SNAR, PNCB","NARCOTICS, DRUG CONTROL, PERSONNEL APPOINTMENTS",
618,odbc://SAS_1970s/dbo.SAS_Docs/1609268,SVANTE TORNVALL; RECENTLY APPOINTED CHILEAN AMBASSADOR TO SWEDEN AND  FINLAND,SANTIAGO,HELSINKI STOCKHOLM,8-Aug-74,,"PINR, PDIP, CI, SW, FI, (TORNVALL, SVANTE)","AMBASSADOR DESIGNATE, BIOGRAPHIC INFORMATION",
619,odbc://SAS_1970s/dbo.SAS_Docs/1601085,WORLD POPULATION CONFERENCE,BANGKOK,STATE,9-Aug-74,,"OCON, SPOP, PINR, TH","POPULATION, BIOGRAPHIC INFORMATION, UNWPC, MEETINGS, MEETING  DELEGATIONS",
620,odbc://SAS_1970s/dbo.SAS_Docs/1631884,US-USSR ENVIRONMENT AGREEMENT: LEGAL: SCHOLAR EXCHANGE,STATE,MOSCOW,29-Aug-74,,"SENV, UR","NOMINATION, RESEARCH, EDUCATION GRANTS, EDUCATIONAL & CULTURAL  EXCHANGE",
621,odbc://SAS_1970s/dbo.SAS_Docs/1543756,CHOU EN-LAI'S HEALTH,PEKING,STATE,15-Aug-74,,"PINT, CH, (CHOU EN-LAI)","MEDICAL CARE, POLITICAL LEADERS",
622,odbc://SAS_1970s/dbo.SAS_Docs/1612100,PRC AMBASSADORS,BUCHAREST,STATE,8-Aug-74,,"PFOR, CH, (LI TIN-CIUAN)","VISITS, AMBASSADORS",
623,odbc://SAS_1970s/dbo.SAS_Docs/1435573,CONVERSATION WITH GREEK EMBOFF,NICOSIA,STATE,26-Aug-74,,"PFOR, CY, US, GR","POLITICAL SITUATION, COMBAT OPERATIONS, FOREIGN POLICY POSITION",
624,odbc://SAS_1970s/dbo.SAS_Docs/1667536,PAA SCHEDULES,MADRID,STATE,29-Aug-74,,"ETRN, SP, PAA","AIR SCHEDULES, AIR ROUTES",
625,odbc://SAS_1970s/dbo.SAS_Docs/1399629,WORLD POPULATION CONFERENCE - PRG AND ZAIRE,BUCHAREST,KINSHASA,31-Aug-74,,"PFOR, SPOP, OCON, CG, VS, VN","UNWPC, FOREIGN POLICY POSITION",
